Date,MU,BAC,AMZN,AAPL,PFE,SNAP,VALE,ABEV,F,TSLA,MARA,PCG,INTC,NVDA,SMCI,RIOT,META,KGC,HL,CRM,CELH,ENPH,AXSM,LSCC,ELF,MSFT
2022-04-14 00:00:00-04:00,69.00270080566406,34.89263153076172,151.7064971923828,162.83326721191406,46.73356628417969,33.189998626708984,15.675761222839355,2.793126106262207,12.744502067565918,328.3333435058594,21.229999542236328,12.272366523742676,42.680049896240234,21.226318359375,3.6519999504089355,14.970000267028809,209.549072265625,5.774420261383057,7.030262470245361,188.5728759765625,17.926666259765625,190.50999450683594,36.86000061035156,49.380001068115234,25.600000381469727,273.3200378417969
2022-04-18 00:00:00-04:00,70.00631713867188,36.08141326904297,152.78500366210938,162.61654663085938,45.607452392578125,32.63999938964844,15.555055618286133,2.802136182785034,12.900925636291504,334.7633361816406,20.899999618530273,12.15263557434082,43.5865478515625,21.750539779663086,3.6610000133514404,14.789999961853027,210.13729858398438,5.727397441864014,6.9221038818359375,186.18345642089844,17.683332443237305,190.02999877929688,32.70000076293945,50.54999923706055,25.260000228881836,273.9940185546875
2022-04-19 00:00:00-04:00,71.5609130859375,36.7501106262207,158.11549377441406,164.91189575195312,44.147037506103516,33.630001068115234,15.088323593139648,2.8201565742492676,13.296103477478027,342.7166748046875,21.5,12.282343864440918,44.79209518432617,22.1649169921875,4.465000152587891,14.880000114440918,216.6576690673828,5.6897807121276855,6.7254533767700195,190.5441131591797,19.079999923706055,195.60000610351562,40.91999816894531,51.41999816894531,25.709999084472656,278.66278076171875
2022-04-20 00:00:00-04:00,72.02336120605469,36.83368682861328,153.9980010986328,164.7444305419922,43.76873016357422,30.760000228881836,14.84691047668457,2.8652069568634033,13.213775634765625,325.73333740234375,20.719999313354492,12.372140884399414,44.96031188964844,21.449987411499023,4.505000114440918,13.949999809265137,199.81837463378906,5.642757892608643,6.735285758972168,185.4069061279297,19.35333251953125,178.52999877929688,43.040000915527344,50.689998626708984,25.940000534057617,279.6981201171875
2022-04-21 00:00:00-04:00,69.7800064086914,36.13713455200195,148.29600524902344,163.9464569091797,43.20567321777344,29.420000076293945,14.203141212463379,2.802136182785034,12.92562484741211,336.260009765625,19.31999969482422,12.342207908630371,44.3902473449707,20.15291976928711,4.271999835968018,12.800000190734863,187.5054473876953,5.379427433013916,6.400979995727539,176.44668579101562,18.386667251586914,156.55999755859375,39.599998474121094,48.88999938964844,24.84000015258789,274.2772521972656
2022-04-22 00:00:00-04:00,68.2942886352539,34.88334655761719,144.35000610351562,159.3852996826172,42.34349822998047,29.760000228881836,13.438667297363281,2.72104549407959,12.456351280212402,335.01666259765625,18.149999618530273,12.102746963500977,43.493099212646484,19.48591423034668,4.236000061035156,11.850000381469727,183.5573272705078,5.163122177124023,5.9585161209106445,170.6723175048828,17.48666763305664,153.6300048828125,39.099998474121094,47.290000915527344,23.520000457763672,267.6549377441406
2022-04-25 00:00:00-04:00,68.99287414550781,34.632591247558594,146.07400512695312,160.45907592773438,43.06491470336914,29.90999984741211,13.020216941833496,2.7570858001708984,12.58895206451416,332.67333984375,18.719999313354492,11.793442726135254,43.97905731201172,19.872343063354492,4.2779998779296875,12.039999961853027,186.42869567871094,5.003244876861572,5.604544639587402,173.7984619140625,19.166667938232422,157.60000610351562,30.5,48.90999984741211,24.3799991607666,274.1893310546875
2022-04-26 00:00:00-04:00,66.00175476074219,33.85244369506836,139.39100646972656,154.46945190429688,43.13529586791992,28.690000534057617,12.561531066894531,2.6309449672698975,12.191144943237305,292.1400146484375,17.100000381469727,12.202523231506348,42.539878845214844,18.76000213623047,4.125,11.079999923706055,180.4068145751953,4.777533531188965,5.260405540466309,169.32827758789062,17.77666664123535,153.8300018310547,29.989999771118164,47.25,23.760000228881836,263.9336242675781
2022-04-27 00:00:00-04:00,65.40155792236328,33.66669845581055,138.16700744628906,154.2428741455078,43.75993728637695,27.09000015258789,13.197254180908203,2.6309449672698975,12.307172775268555,293.836669921875,16.719999313354492,12.461938858032227,42.25951385498047,18.387556076049805,4.164000034332275,10.979999542236328,174.4248046875,4.7493205070495605,5.171913146972656,173.907958984375,17.98666763305664,165.7100067138672,30.5,47.02000045776367,23.709999084472656,276.6311340332031
2022-04-28 00:00:00-04:00,69.05191040039062,34.18679428100586,144.59649658203125,161.20777893066406,44.43736267089844,28.809999465942383,13.680079460144043,2.6579749584198,12.116556167602539,292.5033264160156,16.860000610351562,12.90095043182373,43.77345275878906,19.752517700195312,4.297999858856201,10.9399995803833,205.1124267578125,4.824557781219482,5.280070781707764,184.9190673828125,18.579999923706055,164.47000122070312,32.0,49.650001525878906,24.610000610351562,282.89202880859375
